1350009607 11
1350011102 34
1350011456 55
1350011836 108
1350012658 108
1351647786 108
1351647883 101
1351648276 234
1351649118 234
1351650307 3285
1351650404 3285
1351651746 3287
1351651793 3289
1351655078 3289
1351655954 3331
1351656060 3669
1351657746 3694
1351667746 3690
1351667857 3720
1351727095 3762
1351730433 3790
1351731002 3790
1351731912 3785
1351735309 3809
1351736414 3827
1351736436 3887
1351737109 3882
1351737240 3886
1351737249 3886
1351739243 3962
1351749004 4009
1351749057 4005
1351750164 4005
1351750206 4014
1351750868 4020
1351754345 4024
1351754374 4087
1351754608 4159
1351756648 4148
1351757745 3908
1351767995 3981
1351780429 5639
1351816148 5649
1352388514 5658
1352389044 7031
1352389931 7023
1353862720 7188
1353876274 7221
1353885284 7299
1353887951 7299
1353888089 7329
1353888287 7331
1353888521 7333
1353893463 7546
1353893520 7564
1353894144 7567
1353946272 7631
1353946315 7845
1353946541 7845
1353965479 7846
1353966933 7919
1353966967 7963
1353971172 7965
1353972746 7962
1353975522 7966
1353975548 7981
1353987109 8011
1353987199 8025
1353987218 8048
1353996508 8135
1353996743 14005
1353996962 14323
1353997047 14536
1354005447 14573
1354005693 15003
1354026089 15040
1354030063 15040
1354030148 15110
1354030176 15110
1354036160 15146
1354046645 15463
1354513450 15497
1354523593 15680
1354595763 15686
1354600671 15714
1354606072 15783
1354606110 20071
1354608919 23760
1354608965 23793
1354612599 23810
1354612669 25364
1354613167 44192
1354613317 48745
1354613613 53631
1354639428 53896
1354645011 54228
1354651767 55226
1354690322 56311
1354697506 56456
1354697530 59032
1354827353 58970
1354831976 59046
1354832218 58970
1354832321 60381
1354853858 60455
1354853891 64031
1354853976 65337
1354854186 65340
1354856369 65394
1354856382 65689
1354857223 65689
1354857258 65886
1354859122 65898
1354862150 65925
1354862966 65933
1354862982 68961
1354862997 68965
1354864390 68982
1354864401 69818
1354865626 69812
1354865636 69818
1354867927 70254
1354868784 70255
1354868816 70286
1354868826 70665
1354868831 70666
1354868971 70666
1354868984 71137
1354870168 76138
1354871834 16704
1354871839 16695
1354871955 21114
1354872249 32054
1354872281 32054
1354872947 32053
1354874125 32056
1354875460 32066
1354875474 38264
1354876283 36853
1354876511 38464
1354876642 38464
1355374841 66087
1355374902 66108
1355374971 66115
1355378529 66121
1355378538 69045
1355378636 72131
1355387414 73415
1355387446 73466
1355387918 73473
1355388060 73471
1355404901 106372
1355406799 109755
1355406818 109795
1355411336 111670
1355411432 148135
1355411614 148124
