1350009607 11 0 0
1350011102 11 23 0
1350011456 11 44 0
1350011836 64 44 0
1350012658 64 44 0
1351647043 64 44 4
1351647277 64 44 4
1351647786 64 44 4
1351647883 64 44 4
1351648276 64 177 4
1351649118 64 177 16
1351649264 64 179 16
1351650307 3115 179 16
1351650404 3115 179 16
1351651746 3124 179 16
1351651793 3124 179 16
1351655078 3127 179 16
1351655703 3127 521 16
1351655954 3169 521 16
1351656060 3169 521 16
1351657746 3201 521 16
1351667746 3201 521 23
1351667857 3201 521 53
1351727095 3201 521 95
1351730433 3201 585 95
1351731002 3201 585 95
1351731912 3203 585 95
1351735309 3233 585 95
1351735558 3233 625 95
1351735725 3233 625 95
1351736208 3233 625 168
1351736414 3251 625 168
1351736436 3251 625 168
1351737102 3251 625 169
1351737109 3251 626 169
1351737154 3251 626 169
1351737240 3251 631 169
1351737249 3251 631 169
1351739243 3251 720 169
1351743961 3251 769 169
1351744090 3251 769 169
1351749004 3307 769 169
1351749057 3307 769 169
1351749499 3318 769 169
1351750164 3318 774 169
1351750206 3318 774 169
1351750868 3327 774 169
1351753277 3327 871 169
1351754345 3339 871 169
1351754374 3339 871 169
1351754457 3339 871 187
1351754511 3339 871 253
1351754537 3339 871 253
1351754608 3339 871 253
1351756648 3339 871 293
1351757745 3580 871 293
1351767995 3580 871 409
1351780429 3580 871 2198
1351816148 3580 871 2210
1352388514 3580 889 2210
1352389044 3580 2263 2210
1352389931 3580 2267 2210
1353862720 3580 2267 2391
1353876274 3580 2267 2441
1353885284 3659 2267 2441
1353887951 3659 2267 2441
1353888089 3694 2267 2441
1353888287 3696 2267 2441
1353888521 3698 2267 2441
1353891902 3698 2431 2441
1353891942 3698 2441 2441
1353893463 3911 2441 2441
1353893520 3929 2441 2441
1353894144 3937 2441 2441
1353900215 3937 2483 2441
1353900315 3937 2483 2441
1353901559 3950 2483 2441
1353902855 3964 2483 2441
1353904453 3964 2549 2441
1353904467 3964 2549 2441
1353904477 3965 2549 2441
1353904611 3965 2552 2441
1353904627 3965 2552 2441
1353906773 3984 2552 2441
1353908903 3984 2597 2441
1353909764 3989 2597 2441
1353912155 4006 2597 2441
1353912990 4013 2597 2441
1353913072 4015 2597 2441
1353913318 4015 2597 2441
1353946272 4015 2597 2523
1353946315 4015 2597 2523
1353946541 4015 2597 2526
1353965479 4015 2597 2528
1353966623 4015 2680 2528
1353966933 4015 2680 2760
1353966967 4015 2680 2760
1353971172 4017 2680 2760
1353972746 4020 2680 2760
1353974433 4020 2680 2790
1353975522 4040 2680 2790
1353975548 4040 2680 2790
1353978113 4065 2680 2790
1353984010 4065 2695 2790
1353987109 4065 2695 2835
1353987199 4065 2695 2861
1353987218 4065 2695 2861
1353987566 4065 2729 2861
1353987782 4065 2729 2861
1353987794 4065 2729 2861
1353987929 4065 2732 2861
1353990670 4065 2786 2861
1353991053 4159 2786 2861
1353991075 4160 2786 2861
1353991379 4160 2786 2861
1353991713 4161 2786 2861
1353993041 4161 2856 2861
1353993094 4161 2856 2861
1353993259 4161 2856 2861
1353993736 4184 2856 2861
1353993808 6935 2856 2861
1353994065 6935 2856 2861
1353994156 7653 2856 2861
1353994704 7653 2917 2861
1353994821 7653 2917 2861
1353995429 7653 3367 2861
1353995665 9378 3367 2861
1353996255 9378 3413 2861
1353996508 9378 3413 2955
1353996743 9378 3413 2955
1353996962 9378 3413 3273
1353996965 9378 3637 3273
1353996977 9378 3637 3273
1353997047 9378 3637 3273
1354000211 9570 3637 3273
1354000245 9595 3637 3273
1354000636 9884 3637 3273
1354000668 9890 3637 3273
1354001195 9890 3646 3273
1354001262 9890 3646 3273
1354003229 10092 3646 3273
1354003270 10117 3646 3273
1354003279 10117 3646 3273
1354003838 10150 3646 3273
1354004701 10152 3646 3273
1354005198 10163 3646 3273
1354005329 10168 3646 3273
1354005447 10168 3646 3314
1354005693 10168 3646 3314
1354026089 10168 3646 3365
1354029299 10168 3646 3367
1354030063 10168 3654 3367
1354030148 10168 4232 3367
1354030176 10168 4232 3367
1354036160 10168 4343 3367
1354044676 10168 4343 3708
1354044898 10168 4343 3708
1354046645 10168 4343 3708
1354513450 10168 4343 3888
1354523593 10168 4343 4101
1354595763 10168 4356 4101
1354600671 10168 4491 4101
1354603316 14173 4491 4101
1354603447 14177 4491 4101
1354603625 14267 4491 4101
1354603634 14267 4491 4101
1354603812 14269 4491 4101
1354603841 14431 4491 4101
1354604994 14431 4491 4381
1354605095 14431 4491 4381
1354606072 14431 4580 4381
1354606110 14431 4580 4381
1354606641 14431 4810 4381
1354607320 14441 4810 4381
1354607344 14745 4810 4381
1354608919 14745 4810 8182
1354608965 14745 4810 8182
1354609302 19655 4810 8182
1354610528 19655 13605 8182
1354610691 19655 13605 8182
1354610937 19655 20318 8182
1354611185 19656 20318 8182
1354612351 19656 20318 8182
1354612481 19656 20318 8182
1354612599 19656 20318 8219
1354612633 19763 20318 8219
1354612669 19763 20318 9773
1354612847 19763 25366 9773
1354612936 19763 25367 9773
1354612959 19763 25470 9773
1354613024 19763 25470 9773
1354613167 19763 25470 9773
1354613317 19763 25470 9773
1354613613 19763 25470 14659
1354639428 19763 25470 14924
1354645011 19763 25470 15311
1354651767 19763 25470 16411
1354690322 19763 26555 16411
1354697506 19763 26731 16411
1354697530 19763 29307 16411
1354827353 19763 29307 16411
1354831976 19839 29307 16411
1354832218 19839 29307 16411
